wikidata_id,wikipedia_title,status,text
Q438476,Alternative country,ok,"Alternative country (also alt-country, insurgent country, Americana, or y'allternative) is a loosely defined subgenre of country music that includes acts that differ significantly in style from mainstream country music, mainstream country rock, and country pop. Most frequently, the term has been used to describe certain country music bands and artists that are also defined as or have incorporated influences from genres such as alternative rock, indie rock, punk rock, heartland rock, Southern rock, progressive country, outlaw country, neotraditional country, Texas country, Red Dirt, roots rock, indie folk, folk rock, rockabilly, bluegrass, and honky tonk."
Q438503,Alternative hip-hop,ok,"Alternative hip-hop (also known as alternative rap) is a subgenre of hip-hop defined by artists who reject the genre's traditional stereotypes, particularly those popularized by old-school hip-hop and gangsta rap. Originally emerging in the mid-to-late 1980s, the style was spearheaded by the Native Tongues collective in the East Coast which included acts like the Jungle Brothers, De La Soul, A Tribe Called Quest, X Clan, P.M. Dawn, Brand Nubian, Pete Rock & CL Smooth, Monie Love, Queen Latifah and later Busta Rhymes and Mos Def. These artists emphasized positive-minded, good-natured Afrocentric lyrics, while pioneering and popularizing the use of eclectic sampling and jazz-influenced beats in hip-hop, drawing influences from political, progressive and conscious hip-hop artists such as Grandmaster Flash and Public Enemy."
Q4390945,Rautalanka,ok,"Rautalanka is a style of rock music that emerged in Finland in the 1960s, though the term is also used to refer to instrumental rock in general. The term translates literally as ""iron wire"", referring to the strings of the electric guitar.

Rautalanka is typically played by a quartet consisting of a lead guitar, rhythm guitar, bass guitar and drum kit, but can also include other instruments and vocals. The heyday of rautalanka was in the early 1960s, but it has enthusiasts until the present day. Typical features of rautalanka are sharp and clear melodies, fast tempos and extensive use of tape echo, but little or no overdrive or distortion. The twist-beat is a typical rhythm used. Melodies tend to be in minor keys and melancholic, based on folk tunes and schlager songs."
Q4400125,Runic song,ok,"Runic song, also referred to as Rune song, Runo song, or Kalevala song, is a form of oral poetry and national epic historically practiced among the Baltic Finnic peoples. It includes the Finnish epic poems Kalevala and Kanteletar, as well as the Estonian Kalevipoeg. Estonian and Finnish researchers suggest the term runosong for English translation, or local terms, such as Estonian regilaul, Seto leelo or Finnish runolaulu when it is about regional tradition."
Q4400837,Russian romance,ok,Russian romance (Russian: рома́нс románs) is a type of sentimental art songs that was developed in the Russian Empire in 19th century.
Q4428744,Son cubano,ok,"Son cubano (Spanish: [ˌsoŋ kuˈβano]), or simply son, is a genre of music and dance that originated in the highlands of eastern Cuba during the late 19th century. It is a syncretic genre that blends elements of Spanish and African origin. Among its fundamental Hispanic components are the vocal style, lyrical metre and the primacy of the tres, derived from the Spanish guitar. On the other hand, its characteristic clave rhythm, call and response structure and percussion section (bongo, maracas, etc.) are all rooted in traditions of Bantu origin.

Around 1909 the son reached Havana, where the first recordings were made in 1917. This marked the start of its expansion throughout the island, becoming Cuba's most popular and influential genre. While early groups had between three and five members, during the 1920s the sexteto (sextet) became the genre's primary format. By the 1930s, many bands had incorporated a trumpet, becoming septetos, and in the 1940s a larger type of ensemble featuring congas and piano became the norm: the conjunto. The son became one of the main ingredients in the jam sessions known as descargas that flourished during the 1950s."
Q4440575,Old Roman chant,ok,"Old Roman chant is the liturgical plainchant repertory of the Roman rite of the early Christian Church. It was formerly performed in Rome, and, although it is closely related to Gregorian chant, the two are distinct. Unlike other chant traditions (such as Ambrosian chant, Mozarabic chant, and Gallican chant), Old Roman chant and Gregorian chant share essentially the same liturgy and the same texts. Many of their melodies are also closely related. Although primarily associated with the churches of Rome, the Old Roman chant was also performed in parts of central Italy, and it was possibly performed much more widely. Gregorian Chant gradually but completely supplanted Old Roman Chant between the 11th century and the 13th century AD."
Q446241,Neo-medieval music,ok,"Neo-medieval music is a modern popular music characterized by elements of medieval music and early music in general. Music styles within neo-medieval music vary from authentic performance interpretations of medieval music (understood as classical music) to crossover genres that blend medieval instruments, such as bagpipe, shawm and hurdy-gurdy with electronic music and rock. In many cases, it is more or less overlapping with styles such as folk rock, British folk rock and neofolk.

Bands specializing in neo-medieval music are particularly plentiful in Germany, although the genre also enjoys some popularity in North America, the Czech Republic, the Netherlands, France, the United Kingdom, Italy, and Scandinavia."
Q447962,Swing revival,ok,"The swing revival, also called retro swing and neo-swing, was a renewed interest in swing music and Lindy Hop and swing dance, beginning in the early 1980s and reaching a peak in the late 1990s. The music was generally rooted in the big bands of the swing era of the 1930s and 1940s, but it was also greatly influenced by rockabilly, boogie-woogie, the jump blues of artists such as Louis Prima and Louis Jordan; and the theatrics of Cab Calloway. Many neo-swing bands practiced contemporary fusions of swing, jazz, and jump blues with rock, punk rock, ska, and ska punk music or had roots in punk, ska, ska punk, and alternative rock music."
Q4490718,Melodic metalcore,ok,"Melodic metalcore is a fusion genre, incorporating elements of melodic death metal and metalcore; it has a heavy emphasis on melodic instrumentation, distorted guitar tones, palm muting, double bass drumming, blast beats, metalcore-stylized breakdowns, and vocals that range from aggressive screaming and death growls to clean singing. The genre has seen commercial success for employing a more accessible sound at times compared to other forms of extreme music. Many notable melodic metalcore bands have been influenced by At the Gates and In Flames."
